Unnamed: 0_x,gender,dob,commune,created_at,modified_at,department,education_level,university,study_domain,current_employed,formal_sector_job,have_computer_home,internet_at_home,hear_AA_1,after_AA,quest_id,Commune_en,Commune_FR,Commune_Id,Departement,ADM1_PCODE,Unnamed: 0_y,key,values
70,male,15/10/1983,HT0112,2021-02-16,2021-02-16T22:07:20.111500Z,HT01,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),['item6'],Yes,Yes,Yes,Yes,WhatsApp,Finding a job/internship,9062ddb1-ce95-11eb-bd2f-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,85,item6,Management
71,male,09/07/1995,HT0112,2021-02-16,2021-02-16T22:15:07.433561Z,HT01,Bachelors (bacc +4),other,['item1'],Yes,Yes,Yes,No,WhatsApp,Finding a job/internship,9062ddb2-ce95-11eb-89d0-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,86,item1,Computer Science
72,female,19/02/1999,HT0112,2021-02-17,2021-02-17T01:30:06.750462Z,HT01,Bachelors (bacc +4),unknown,['item6'],No,unknown,Yes,Yes,Instagram,Training to start my own company,9062ddb3-ce95-11eb-acc8-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,87,item6,Management
73,female,20/09/1998,HT0112,2021-02-17,2021-02-17T04:12:02.173081Z,HT01,High School (16 years),unknown,['item1'],No,unknown,Yes,Yes,Ayiti Analytics Website,Improving my data analysis skills,906304a6-ce95-11eb-b475-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,88,item1,Computer Science
74,male,09/04/1995,HT0112,2021-02-17,2021-02-17T07:18:23.439343Z,HT01,Other,unknown,['item1'],No,unknown,Yes,Yes,Friend,Mentorship,906304a7-ce95-11eb-b805-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,89,item1,Computer Science
75,male,28/10/1998,HT0112,2021-02-17,2021-02-17T09:08:05.640225Z,HT01,Other,unknown,['other'],No,unknown,Yes,Yes,LinkedIn,Training to start my own company,90632b9f-ce95-11eb-bb7f-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,90,other,other
76,male,22/06/1996,HT0112,2021-02-17,2021-02-17T11:54:21.198255Z,HT01,High School (16 years),unknown,['item7'],Yes,Yes,Yes,Yes,WhatsApp,Finding a job/internship,90632ba0-ce95-11eb-b7c2-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,91,item7,Law
77,male,01/06/1996,HT0112,2021-02-17,2021-02-17T12:43:01.698934Z,HT01,Bachelors (bacc +4),Ecole Supérieure d'Infotronique d'Haïti (ESIH),"['item1', 'item6']",No,unknown,Yes,Yes,ESIH,Improving my data analysis skills,9063799a-ce95-11eb-b32b-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,92,item1,Computer Science
77,male,01/06/1996,HT0112,2021-02-17,2021-02-17T12:43:01.698934Z,HT01,Bachelors (bacc +4),Ecole Supérieure d'Infotronique d'Haïti (ESIH),"['item1', 'item6']",No,unknown,Yes,Yes,ESIH,Improving my data analysis skills,9063799a-ce95-11eb-b32b-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,93,item6,Management
78,male,16/11/1983,HT0112,2021-02-17,2021-02-17T12:50:31.776385Z,HT01,Bachelors (bacc +4),Université INUKA,['item1'],Yes,Yes,Yes,Yes,Friend,Improving my data analysis skills,9063a260-ce95-11eb-87e8-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,94,item1,Computer Science
79,male,15/12/1995,HT0112,2021-02-17,2021-02-17T12:53:03.071418Z,HT01,Other,unknown,['item5'],No,unknown,Yes,Yes,WhatsApp,Finding a job/internship,9063c77d-ce95-11eb-a120-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,95,item5,Accounting
80,male,28/12/1987,HT0112,2021-02-17,2021-02-17T13:22:04.308801Z,HT01,Bachelors (bacc +4),other,['other'],No,unknown,Yes,Yes,WhatsApp,Training to start my own company,9063c77e-ce95-11eb-81b3-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,96,other,other
81,male,30/01/1997,HT0112,2021-02-17,2021-02-17T23:09:22.751829Z,HT01,Bachelors (bacc +4),Université INUKA,['item1'],No,unknown,Yes,Yes,WhatsApp,Improving my data analysis skills,9063ee76-ce95-11eb-a84b-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,97,item1,Computer Science
82,male,03/12/1999,HT0112,2021-02-18,2021-02-18T00:53:55.732510Z,HT01,High School (16 years),unknown,['other'],unknown,unknown,No,Yes,Instagram,Training to start my own company,9063ee77-ce95-11eb-9098-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,98,other,other
83,male,19/09/1980,HT0112,2021-02-18,2021-02-18T02:47:30.244113Z,HT01,Other,unknown,['item1'],No,unknown,Yes,Yes,LinkedIn,Switching careers,9063ee78-ce95-11eb-a8d6-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,99,item1,Computer Science
84,male,30/12/1992,HT0112,2021-02-18,2021-02-18T03:40:41.168205Z,HT01,Bachelors (bacc +4),Ecole Supérieure d'Infotronique d'Haïti (ESIH),['item1'],No,unknown,Yes,Yes,ESIH,Improving my data analysis skills,90642613-ce95-11eb-8b26-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,100,item1,Computer Science
85,male,12/02/1997,HT0112,2021-02-18,2021-02-18T04:28:39.304688Z,HT01,Bachelors (bacc +4),Ecole Supérieure d'Infotronique d'Haïti (ESIH),"['item1', 'item6']",No,unknown,Yes,Yes,ESIH,Improving my data analysis skills,90642614-ce95-11eb-8db0-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,101,item1,Computer Science
85,male,12/02/1997,HT0112,2021-02-18,2021-02-18T04:28:39.304688Z,HT01,Bachelors (bacc +4),Ecole Supérieure d'Infotronique d'Haïti (ESIH),"['item1', 'item6']",No,unknown,Yes,Yes,ESIH,Improving my data analysis skills,90642614-ce95-11eb-8db0-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,102,item6,Management
86,male,30/01/1990,HT0112,2021-02-18,2021-02-18T05:22:51.606069Z,HT01,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),"['item4', 'item1']",No,unknown,Yes,Yes,Friend,Finding a job/internship,90643c59-ce95-11eb-aec2-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,103,item4,Electrical Engineering
86,male,30/01/1990,HT0112,2021-02-18,2021-02-18T05:22:51.606069Z,HT01,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),"['item4', 'item1']",No,unknown,Yes,Yes,Friend,Finding a job/internship,90643c59-ce95-11eb-aec2-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,104,item1,Computer Science
87,male,21/06/1996,HT0112,2021-02-18,2021-02-18T11:44:40.031637Z,HT01,Other,unknown,['item1'],Yes,Yes,Yes,Yes,Friend,Training to start my own company,90643c5a-ce95-11eb-b510-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,105,item1,Computer Science
88,male,29/05/1991,HT0112,2021-02-18,2021-02-18T12:45:07.226821Z,HT01,Other,unknown,['other'],No,unknown,Yes,No,Friend,Training to start my own company,90646353-ce95-11eb-9f27-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,106,other,other
89,male,19/09/1974,HT0112,2021-02-18,2021-02-18T13:42:10.493369Z,HT01,Bachelors (bacc +4),other,['item3'],Yes,Yes,Yes,Yes,LinkedIn,Training to start my own company,90646354-ce95-11eb-a5c9-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,107,item3,Economics
90,male,29/12/1994,HT0112,2021-02-18,2021-02-18T14:52:39.191660Z,HT01,Bachelors (bacc +4),Quisqueya University,['other'],No,unknown,Yes,No,Friend,Switching careers,90646355-ce95-11eb-ae9f-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,108,other,other
91,female,16/10/1997,HT0112,2021-02-18,2021-02-18T15:13:14.213543Z,HT01,Other,unknown,['item3'],No,unknown,Yes,Yes,Facebook,Improving my data analysis skills,9064923a-ce95-11eb-a2ad-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,109,item3,Economics
92,male,14/08/2021,HT0112,2021-02-18,2021-02-18T15:18:22.153555Z,HT01,Other,unknown,['item1'],No,unknown,Yes,Yes,Friend,Improving my data analysis skills,9064923b-ce95-11eb-a771-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,110,item1,Computer Science
93,male,06/07/1998,HT0112,2021-02-18,2021-02-18T18:18:36.397374Z,HT01,Other,unknown,"['item1', 'other', 'item6']",No,unknown,Yes,Yes,Friend,Finding a job/internship,9064b6be-ce95-11eb-b2ac-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,111,item1,Computer Science
93,male,06/07/1998,HT0112,2021-02-18,2021-02-18T18:18:36.397374Z,HT01,Other,unknown,"['item1', 'other', 'item6']",No,unknown,Yes,Yes,Friend,Finding a job/internship,9064b6be-ce95-11eb-b2ac-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,112,other,other
93,male,06/07/1998,HT0112,2021-02-18,2021-02-18T18:18:36.397374Z,HT01,Other,unknown,"['item1', 'other', 'item6']",No,unknown,Yes,Yes,Friend,Finding a job/internship,9064b6be-ce95-11eb-b2ac-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,113,item6,Management
94,male,30/01/1991,HT0112,2021-02-19,2021-02-19T03:24:03.131078Z,HT01,Other,unknown,['other'],No,unknown,Yes,No,WhatsApp,Finding a job/internship,9064c427-ce95-11eb-9d48-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,114,other,other
95,male,19/03/1991,HT0112,2021-02-19,2021-02-19T14:16:15.453530Z,HT01,Bachelors (bacc +4),Université INUKA,['item1'],No,unknown,Yes,No,Friend,Improving my data analysis skills,9064c428-ce95-11eb-a021-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,115,item1,Computer Science
96,male,14/04/1989,HT0112,2021-02-19,2021-02-19T16:38:01.548858Z,HT01,Bachelors (bacc +4),Ecole Supérieure d'Infotronique d'Haïti (ESIH),['item1'],Yes,Yes,Yes,Yes,WhatsApp,Improving my data analysis skills,9064d839-ce95-11eb-8172-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,116,item1,Computer Science
97,male,01/05/1988,HT0112,2021-02-19,2021-02-19T16:47:36.901523Z,HT01,Bachelors (bacc +4),Ecole Supérieure d'Infotronique d'Haïti (ESIH),['item1'],Yes,Yes,Yes,Yes,WhatsApp,Improving my data analysis skills,9064d83a-ce95-11eb-9bef-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,117,item1,Computer Science
98,male,20/01/1987,HT0112,2021-02-20,2021-02-20T08:42:34.174864Z,HT01,Bachelors (bacc +4),Université INUKA,['item1'],Yes,Yes,Yes,Yes,Ayiti Analytics Website,Improving my data analysis skills,9064d83b-ce95-11eb-a034-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,118,item1,Computer Science
99,male,21/04/1991,HT0112,2021-02-20,2021-02-20T15:50:20.410039Z,HT01,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),"['item5', 'item6']",Yes,No,Yes,Yes,Friend,Improving my data analysis skills,9064d83c-ce95-11eb-bc96-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,119,item5,Accounting
99,male,21/04/1991,HT0112,2021-02-20,2021-02-20T15:50:20.410039Z,HT01,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),"['item5', 'item6']",Yes,No,Yes,Yes,Friend,Improving my data analysis skills,9064d83c-ce95-11eb-bc96-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,120,item6,Management
100,male,12/06/1997,HT0112,2021-02-20,2021-02-20T19:05:30.429837Z,HT01,Bachelors (bacc +4),other,['item5'],No,unknown,Yes,Yes,Bootcamp Alumni,Improving my data analysis skills,9064ff26-ce95-11eb-8428-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,121,item5,Accounting
101,male,13/07/1990,HT0112,2021-02-21,2021-02-21T17:51:13.742634Z,HT01,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),['other'],No,unknown,Yes,Yes,LinkedIn,Finding a job/internship,9064ff27-ce95-11eb-aaa6-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,122,other,other
102,female,17/06/1989,HT0112,2021-02-23,2021-02-23T15:28:46.593280Z,HT01,Masters,Ecole Supérieure d'Infotronique d'Haïti (ESIH),['item1'],Yes,Yes,Yes,Yes,Bootcamp Alumni,Improving my data analysis skills,9064ff28-ce95-11eb-857f-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,123,item1,Computer Science
103,female,28/08/1986,HT0112,2021-02-23,2021-02-23T16:25:06.358639Z,HT01,Masters,other,['item1'],No,unknown,Yes,Yes,WhatsApp,Finding a job/internship,9064ff29-ce95-11eb-a3d3-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,124,item1,Computer Science
104,male,06/01/1994,HT0112,2021-02-23,2021-02-23T16:27:50.579736Z,HT01,Other,unknown,['other'],No,unknown,Yes,Yes,WhatsApp,Mentorship,9064ff2a-ce95-11eb-8430-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,125,other,other
105,male,14/12/1996,HT0112,2021-02-24,2021-02-24T04:06:28.622697Z,HT01,Bachelors (bacc +4),other,['item1'],Yes,Yes,Yes,Yes,Friend,Finding a job/internship,90652a93-ce95-11eb-a8af-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,126,item1,Computer Science
106,female,17/07/1994,HT0112,2021-02-25,2021-02-25T01:08:53.117761Z,HT01,Other,unknown,['other'],No,unknown,No,No,Bootcamp Alumni,Finding a job/internship,90652a94-ce95-11eb-892d-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,127,other,other
107,male,23/03/1994,HT0112,2021-02-25,2021-02-25T02:10:22.052010Z,HT01,Bachelors (bacc +4),Université INUKA,['other'],No,unknown,Yes,Yes,Ayiti Analytics Website,Mentorship,90652a95-ce95-11eb-8845-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,128,other,other
108,male,11/06/1995,HT0112,2021-02-25,2021-02-25T05:08:47.102525Z,HT01,Bachelors (bacc +4),Centre de Techniques de Planification et d'Economie Appliquée (CTPEA),['item2'],No,unknown,Yes,Yes,LinkedIn,Improving my data analysis skills,90652a96-ce95-11eb-97b2-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,129,item2,Statistics
110,male,04/09/1994,HT0112,2021-02-26,2021-02-26T19:53:22.780682Z,HT01,Other,unknown,['item6'],Yes,Yes,Yes,Yes,Friend,Training to start my own company,906555be-ce95-11eb-9d03-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,130,item6,Management
111,male,13/12/1997,HT0112,2021-02-27,2021-02-27T12:34:01.718249Z,HT01,High School (16 years),unknown,['item1'],Yes,Yes,Yes,Yes,WhatsApp,Improving my data analysis skills,906555bf-ce95-11eb-92ac-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,131,item1,Computer Science
112,male,21/10/1998,HT0112,2021-02-27,2021-02-27T19:43:50.291218Z,HT01,Other,unknown,['item6'],No,unknown,Yes,Yes,Friend,Switching careers,906555c0-ce95-11eb-a091-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,132,item6,Management
113,male,07/11/1991,HT0112,2021-03-01,2021-03-01T04:52:38.470771Z,HT01,Bachelors (bacc +4),Ecole Supérieure d'Infotronique d'Haïti (ESIH),['item1'],No,unknown,Yes,Yes,ESIH,Finding a job/internship,906555c1-ce95-11eb-95e0-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,133,item1,Computer Science
114,female,17/11/1988,HT0112,2021-03-03,2021-03-03T00:31:59.218020Z,HT01,Masters,other,['item2'],No,unknown,Yes,Yes,Friend,Improving my data analysis skills,9065740c-ce95-11eb-968f-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,134,item2,Statistics
115,male,20/10/1980,HT0112,2021-03-03,2021-03-03T08:49:43.789800Z,HT01,Bachelors (bacc +4),other,['other'],No,unknown,No,No,Facebook,Training to start my own company,90658229-ce95-11eb-ab19-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,135,other,other
116,female,,HT0112,2021-03-03,2021-03-03T16:42:19.840822Z,HT01,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),['other'],No,unknown,Yes,Yes,Friend,Improving my data analysis skills,9065822a-ce95-11eb-9df5-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,136,other,other
117,male,07/12/1970,HT0112,2021-03-05,2021-03-05T22:14:55.182454Z,HT01,Masters,other,['item1'],Yes,Yes,Yes,Yes,other,Improving my data analysis skills,9065822b-ce95-11eb-a3e6-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,137,item1,Computer Science
118,male,23/06/1996,HT0112,2021-03-06,2021-03-06T00:07:10.794747Z,HT01,Bachelors (bacc +4),other,['item6'],No,unknown,Yes,Yes,Friend,Improving my data analysis skills,90659aff-ce95-11eb-bcbe-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,138,item6,Management
119,male,31/12/1997,HT0112,2021-03-06,2021-03-06T01:31:38.452748Z,HT01,Bachelors (bacc +4),Centre de Techniques de Planification et d'Economie Appliquée (CTPEA),"['item2', 'item3']",No,unknown,Yes,Yes,Bootcamp Alumni,Improving my data analysis skills,90659b00-ce95-11eb-9e8f-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,139,item2,Statistics
119,male,31/12/1997,HT0112,2021-03-06,2021-03-06T01:31:38.452748Z,HT01,Bachelors (bacc +4),Centre de Techniques de Planification et d'Economie Appliquée (CTPEA),"['item2', 'item3']",No,unknown,Yes,Yes,Bootcamp Alumni,Improving my data analysis skills,90659b00-ce95-11eb-9e8f-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,140,item3,Economics
120,male,27/03/1994,HT0112,2021-03-06,2021-03-06T18:06:24.355441Z,HT01,Bachelors (bacc +4),Université INUKA,['item1'],No,unknown,Yes,No,Friend,Improving my data analysis skills,90659b01-ce95-11eb-b7ea-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,141,item1,Computer Science
121,male,19/03/1990,HT0112,2021-03-07,2021-03-07T21:46:33.585138Z,HT01,"Doctorate (PhD, MD, JD)",other,['item8'],Yes,Yes,Yes,Yes,Friend,Improving my data analysis skills,90659b02-ce95-11eb-a379-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,142,item8,Medicine
123,male,15/10/1996,HT0112,2021-03-08,2021-03-08T19:11:26.440540Z,HT01,Bachelors (bacc +4),other,['item6'],No,unknown,No,Yes,Facebook,Finding a job/internship,9065e939-ce95-11eb-9702-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,143,item6,Management
124,female,06/09/1997,HT0112,2021-03-10,2021-03-10T03:24:38.241992Z,HT01,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),['item6'],No,unknown,Yes,Yes,ESIH,Improving my data analysis skills,9065e93a-ce95-11eb-887d-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,144,item6,Management
125,female,29/12/1998,HT0112,2021-03-10,2021-03-10T22:18:54.126676Z,HT01,Bachelors (bacc +4),Ecole Supérieure d'Infotronique d'Haïti (ESIH),['item1'],No,unknown,Yes,Yes,ESIH,Improving my data analysis skills,90660fe1-ce95-11eb-a30e-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,145,item1,Computer Science
126,male,23/08/1992,HT0112,2021-03-11,2021-03-11T20:33:09.038679Z,HT01,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),['other'],No,unknown,Yes,Yes,Facebook,Switching careers,90660fe2-ce95-11eb-a2b5-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,146,other,other
127,male,05/12/1994,HT0112,2021-03-12,2021-03-12T17:20:46.946813Z,HT01,Bachelors (bacc +4),other,['item1'],Yes,Yes,Yes,Yes,Ayiti Analytics Website,Improving my data analysis skills,90660fe3-ce95-11eb-8747-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,147,item1,Computer Science
128,male,01/01/1988,HT0112,2021-03-13,2021-03-13T00:10:59.350971Z,HT01,Bachelors (bacc +4),Quisqueya University,['other'],Yes,Yes,Yes,Yes,LinkedIn,Improving my data analysis skills,906636ce-ce95-11eb-ba43-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,148,other,other
129,male,08/11/1981,HT0112,2021-03-13,2021-03-13T15:17:07.801131Z,HT01,Masters,other,['item6'],Yes,Yes,Yes,Yes,Friend,Improving my data analysis skills,906636cf-ce95-11eb-8679-7c67a234f601,Delmas,Delmas,HT0112,West,HT01,149,item6,Management
130,male,16/05/1995,HT0521,2021-02-16,2021-02-16T15:49:56.430384Z,HT05,Other,unknown,['item1'],No,unknown,Yes,Yes,WhatsApp,Training to start my own company,906636d0-ce95-11eb-9875-7c67a234f601,Gros Morne,Gros Morne,HT0521,Artibonite,HT05,150,item1,Computer Science
131,male,13/12/1994,HT0118,2021-02-16,2021-02-16T15:58:42.955451Z,HT01,Bachelors (bacc +4),other,['other'],Yes,Yes,Yes,Yes,Friend,Training to start my own company,906636d1-ce95-11eb-8379-7c67a234f601,Tabarre,Tabarre,HT0118,West,HT01,151,other,other
132,male,11/06/1992,HT0118,2021-02-17,2021-02-17T00:22:37.384206Z,HT01,Bachelors (bacc +4),Centre de Techniques de Planification et d'Economie Appliquée (CTPEA),['item2'],No,unknown,Yes,No,LinkedIn,Improving my data analysis skills,90665dbc-ce95-11eb-8162-7c67a234f601,Tabarre,Tabarre,HT0118,West,HT01,152,item2,Statistics
133,male,26/12/1996,HT0118,2021-02-17,2021-02-17T01:14:58.145999Z,HT01,Other,unknown,"['item3', 'item1']",No,unknown,Yes,Yes,WhatsApp,Improving my data analysis skills,90665dbd-ce95-11eb-bcc1-7c67a234f601,Tabarre,Tabarre,HT0118,West,HT01,153,item3,Economics
133,male,26/12/1996,HT0118,2021-02-17,2021-02-17T01:14:58.145999Z,HT01,Other,unknown,"['item3', 'item1']",No,unknown,Yes,Yes,WhatsApp,Improving my data analysis skills,90665dbd-ce95-11eb-bcc1-7c67a234f601,Tabarre,Tabarre,HT0118,West,HT01,154,item1,Computer Science
134,female,03/08/1999,HT0118,2021-02-17,2021-02-17T14:51:32.832720Z,HT01,High School (16 years),unknown,['item2'],No,unknown,Yes,Yes,other,Improving my data analysis skills,90665dbe-ce95-11eb-b66a-7c67a234f601,Tabarre,Tabarre,HT0118,West,HT01,155,item2,Statistics
135,female,16/09/1998,HT0118,2021-02-17,2021-02-17T16:11:40.249957Z,HT01,Bachelors (bacc +4),Ecole Supérieure d'Infotronique d'Haïti (ESIH),['item1'],No,unknown,Yes,Yes,ESIH,Training to start my own company,90665dbf-ce95-11eb-a9b5-7c67a234f601,Tabarre,Tabarre,HT0118,West,HT01,156,item1,Computer Science
136,male,02/02/1994,HT0118,2021-02-18,2021-02-18T15:26:08.078402Z,HT01,Bachelors (bacc +4),Ecole Supérieure d'Infotronique d'Haïti (ESIH),"['item1', 'item6']",No,unknown,Yes,Yes,WhatsApp,Finding a job/internship,90665dc0-ce95-11eb-926f-7c67a234f601,Tabarre,Tabarre,HT0118,West,HT01,157,item1,Computer Science
136,male,02/02/1994,HT0118,2021-02-18,2021-02-18T15:26:08.078402Z,HT01,Bachelors (bacc +4),Ecole Supérieure d'Infotronique d'Haïti (ESIH),"['item1', 'item6']",No,unknown,Yes,Yes,WhatsApp,Finding a job/internship,90665dc0-ce95-11eb-926f-7c67a234f601,Tabarre,Tabarre,HT0118,West,HT01,158,item6,Management
137,female,27/08/1992,HT0118,2021-02-18,2021-02-18T23:54:03.283482Z,HT01,Masters,Université d'Etat d'Haïti (UEH),['item1'],No,unknown,Yes,Yes,Friend,Improving my data analysis skills,90668798-ce95-11eb-86fc-7c67a234f601,Tabarre,Tabarre,HT0118,West,HT01,159,item1,Computer Science
138,male,29/09/1999,HT0118,2021-03-03,2021-03-03T15:18:22.916805Z,HT01,High School (16 years),unknown,['other'],No,unknown,Yes,Yes,Facebook,Improving my data analysis skills,90668799-ce95-11eb-b4ec-7c67a234f601,Tabarre,Tabarre,HT0118,West,HT01,160,other,other
139,male,27/11/1998,HT0118,2021-03-06,2021-03-06T17:41:23.128846Z,HT01,Bachelors (bacc +4),Centre de Techniques de Planification et d'Economie Appliquée (CTPEA),['item2'],No,unknown,Yes,Yes,Ayiti Analytics Website,Improving my data analysis skills,9066879a-ce95-11eb-bafa-7c67a234f601,Tabarre,Tabarre,HT0118,West,HT01,161,item2,Statistics
140,male,17/09/1988,HT0118,2021-03-07,2021-03-07T15:27:02.670839Z,HT01,Bachelors (bacc +4),unknown,"['item6', 'item3']",No,unknown,Yes,No,LinkedIn,Improving my data analysis skills,9066879b-ce95-11eb-9d4a-7c67a234f601,Tabarre,Tabarre,HT0118,West,HT01,162,item6,Management
140,male,17/09/1988,HT0118,2021-03-07,2021-03-07T15:27:02.670839Z,HT01,Bachelors (bacc +4),unknown,"['item6', 'item3']",No,unknown,Yes,No,LinkedIn,Improving my data analysis skills,9066879b-ce95-11eb-9d4a-7c67a234f601,Tabarre,Tabarre,HT0118,West,HT01,163,item3,Economics
141,male,23/11/1997,HT0118,2021-03-09,2021-03-09T01:06:07.021997Z,HT01,Bachelors (bacc +4),Centre de Techniques de Planification et d'Economie Appliquée (CTPEA),"['item2', 'item3']",No,unknown,Yes,Yes,WhatsApp,Improving my data analysis skills,9066abb5-ce95-11eb-aa16-7c67a234f601,Tabarre,Tabarre,HT0118,West,HT01,164,item2,Statistics
141,male,23/11/1997,HT0118,2021-03-09,2021-03-09T01:06:07.021997Z,HT01,Bachelors (bacc +4),Centre de Techniques de Planification et d'Economie Appliquée (CTPEA),"['item2', 'item3']",No,unknown,Yes,Yes,WhatsApp,Improving my data analysis skills,9066abb5-ce95-11eb-aa16-7c67a234f601,Tabarre,Tabarre,HT0118,West,HT01,165,item3,Economics
142,male,20/10/1996,HT0113,2021-02-16,2021-02-16T16:24:18.253240Z,HT01,Bachelors (bacc +4),Centre de Techniques de Planification et d'Economie Appliquée (CTPEA),['item2'],No,unknown,Yes,No,Friend,Improving my data analysis skills,9066abb6-ce95-11eb-b526-7c67a234f601,Carrefour,Carrefour,HT0113,West,HT01,166,item2,Statistics
143,male,25/11/1991,HT0113,2021-02-16,2021-02-16T16:48:05.493126Z,HT01,Bachelors (bacc +4),unknown,['item3'],Yes,No,Yes,Yes,Friend,Improving my data analysis skills,9066abb7-ce95-11eb-846d-7c67a234f601,Carrefour,Carrefour,HT0113,West,HT01,167,item3,Economics
144,male,27/11/1991,HT0113,2021-02-16,2021-02-16T17:10:50.323977Z,HT01,Bachelors (bacc +4),Centre de Techniques de Planification et d'Economie Appliquée (CTPEA),"['item3', 'item2']",No,unknown,Yes,Yes,WhatsApp,Improving my data analysis skills,9066abb8-ce95-11eb-b61d-7c67a234f601,Carrefour,Carrefour,HT0113,West,HT01,168,item3,Economics
144,male,27/11/1991,HT0113,2021-02-16,2021-02-16T17:10:50.323977Z,HT01,Bachelors (bacc +4),Centre de Techniques de Planification et d'Economie Appliquée (CTPEA),"['item3', 'item2']",No,unknown,Yes,Yes,WhatsApp,Improving my data analysis skills,9066abb8-ce95-11eb-b61d-7c67a234f601,Carrefour,Carrefour,HT0113,West,HT01,169,item2,Statistics
145,male,26/02/1996,HT0113,2021-02-16,2021-02-16T17:57:54.429200Z,HT01,Bachelors (bacc +4),Centre de Techniques de Planification et d'Economie Appliquée (CTPEA),"['item2', 'item3']",Yes,Yes,No,Yes,Facebook,Improving my data analysis skills,9066abb9-ce95-11eb-af6a-7c67a234f601,Carrefour,Carrefour,HT0113,West,HT01,170,item2,Statistics
